"Guid","CurrencyIsoCode","SBQQ__IsRead__c","SBQQ__JobDetails__c","SBQQ__JobId__c","SBQQ__JobStatus__c","SBQQ__RecordId__c","SBQQ__RedirectUrl__c","SBQQ__Stacktrace__c"
543fdb33-d1c0-4970-81f9-1bbef0a9bb0b,USD,false,"#N/A",7073h00000bxoLT,"#N/A",0061I00000GP7A8QAL::QuoteCalculator,"#N/A","#N/A"
5446bfb5-4817-4c37-961c-3ae9db695b6d,USD,false,"#N/A",7073h00000bxna6,"#N/A",a0l1I00000CPY0cQAH::QuoteDocumentService,"#N/A","#N/A"
545a9916-1572-4655-9096-462513c14976,USD,false,"#N/A",7073h00000bxpBT,Completed,a0l1I00000CPwjkQAD::QuoteCalculator,"#N/A","#N/A"
5473ce93-a61f-4060-8a49-592cabf775e7,USD,false,"#N/A",7073h00000bxp0P,Completed,a0l1I00000CP1FFQA1::QuoteCalculator,"#N/A","#N/A"
5474d748-b24e-4507-b82a-c644b33b9bc0,USD,false,"#N/A",7073h00000bxoG0,"#N/A",8011I000002hqlcQAA::OrderCalculator,"#N/A","#N/A"
54782398-cffc-4379-b17d-dd0437d832fa,USD,false,"#N/A",7073h00000bxnb4,"#N/A",a0l1I00000CQQ9UQAX::QuoteDocumentService,"#N/A","#N/A"
5479653a-d850-4527-acb7-3431dd9318f0,USD,false,"#N/A",7073h00000bxoGj,"#N/A",a0l1I0000099VOjQAM::QuoteCalculator,"#N/A","#N/A"
547d5801-26d1-4b5d-a6d1-5fa4f6645142,USD,false,"#N/A",7073h00000bxp8n,"#N/A",a0l1I00000CPnraQAD::QuoteCalculator,"#N/A","#N/A"
548029c0-50ae-42b4-ac01-fd1dc111caff,USD,false,"#N/A",7073h00000bxogS,"#N/A",a0l1I00000A2QYKQA3::QuoteCalculator,"#N/A","#N/A"
54850958-ca6f-415f-a0d5-3cde74146f18,USD,false,"#N/A",7073h00000bxpGH,Completed,a0l1I00000CQH6BQAX::QuoteCalculator,"#N/A","#N/A"
54882c29-954e-41bc-9e7c-3820e698cb47,USD,false,"#N/A",7073h00000bxoAn,"#N/A",8001I000000M9FyQAK::QuoteCalculator,"#N/A","#N/A"
548abe05-5372-4a57-8418-2cf2f76ef2c8,USD,false,"#N/A",7073h00000bxp2r,"#N/A",a0l1I00000CPLHYQA5::QuoteCalculator,"#N/A","#N/A"
548ecb39-9634-449a-9e8b-750b4e43130d,USD,false,"#N/A",7073h00000bxoVk,"#N/A",8011I000002bpP9QAI::OrderCalculator,"#N/A","#N/A"
5490965a-aa9c-481c-95b8-ab33e6ffcde1,USD,false,"#N/A",7073h00000bxnyJ,Completed,a0l1I000005VaISQA0::QuoteCalculator,"#N/A","#N/A"
5498fbef-f947-46e5-b394-1df223109d2c,USD,false,"#N/A",7073h00000bxpZ5,"#N/A",8011I000003CjhrQAC::OrderCalculator,"#N/A","#N/A"
5499b0c2-7daf-4cb6-85e6-f0445fce9fd7,USD,false,"#N/A",7073h00000bxomH,"#N/A",a0l1I00000A2pD1QAJ::QuoteCalculator,"#N/A","#N/A"
54a2ab5f-e83e-4338-8ecf-332482b015c4,USD,false,"#N/A",7073h00000bxog2,"#N/A",8011I000002chVQQAY::OrderCalculator,"#N/A","#N/A"
54a5352d-b5ac-4fc9-bd96-ba5c279514f1,USD,false,"#N/A",7073h00000bxoUT,"#N/A",a0l1I00000A1l2pQAB::QuoteCalculator,"#N/A","#N/A"
54abc5ca-ca69-4ec3-af5a-d8283e00fed8,USD,false,"#N/A",7073h00000bxnyR,"#N/A",8011I000002Q11XQAS::OrderCalculator,"#N/A","#N/A"
54b400ce-ed96-4cf9-9892-e50424c43bd5,USD,false,"#N/A",7073h00000bxogZ,"#N/A",a0l1I00000A2QbEQAV::QuoteCalculator,"#N/A","#N/A"
